FIPS,num_vet_county,state,county,abbrev
40059,5286,Oklahoma,Harper,OK
40061,21032,Oklahoma,Haskell,OK
40063,20796,Oklahoma,Hughes,OK
40065,68766,Oklahoma,Jackson,OK
40067,8346,Oklahoma,Jefferson,OK
40069,20206,Oklahoma,Johnston,OK
40071,74140,Oklahoma,Kay,OK
40073,19983,Oklahoma,Kingfisher,OK
40075,12375,Oklahoma,Kiowa,OK
40077,23900,Oklahoma,Latimer,OK
40079,92598,Oklahoma,Le Flore,OK
40081,64195,Oklahoma,Lincoln,OK
40083,76368,Oklahoma,Logan,OK
40085,17669,Oklahoma,Love,OK
40087,70800,Oklahoma,McClain,OK
40089,48763,Oklahoma,McCurtain,OK
40091,47698,Oklahoma,McIntosh,OK
40093,9678,Oklahoma,Major,OK
40095,34357,Oklahoma,Marshall,OK
40097,69032,Oklahoma,Mayes,OK
40099,27966,Oklahoma,Murray,OK
40101,128670,Oklahoma,Muskogee,OK
40103,14639,Oklahoma,Noble,OK
40105,11218,Oklahoma,Nowata,OK
40107,18362,Oklahoma,Okfuskee,OK
40109,1451042,Oklahoma,Oklahoma,OK
40111,65955,Oklahoma,Okmulgee,OK
40113,72863,Oklahoma,Osage,OK
40115,52883,Oklahoma,Ottawa,OK
40117,34532,Oklahoma,Pawnee,OK
40119,111752,Oklahoma,Payne,OK
40121,92355,Oklahoma,Pittsburg,OK
40123,59489,Oklahoma,Pontotoc,OK
40125,129753,Oklahoma,Pottawatomie,OK
40127,22001,Oklahoma,Pushmataha,OK
40129,3499,Oklahoma,Roger Mills,OK
40131,199505,Oklahoma,Rogers,OK
40133,44615,Oklahoma,Seminole,OK
40135,87917,Oklahoma,Sequoyah,OK
40137,77186,Oklahoma,Stephens,OK
40139,12921,Oklahoma,Texas,OK
40141,9537,Oklahoma,Tillman,OK
40143,949275,Oklahoma,Tulsa,OK
40145,165012,Oklahoma,Wagoner,OK
40147,84794,Oklahoma,Washington,OK
40149,13865,Oklahoma,Washita,OK
40151,11674,Oklahoma,Woods,OK
40153,33196,Oklahoma,Woodward,OK
41001,36628,Oregon,Baker,OR
41003,128423,Oregon,Benton,OR
41005,578688,Oregon,Clackamas,OR
41007,84838,Oregon,Clatsop,OR
41009,114132,Oregon,Columbia,OR
41011,160829,Oregon,Coos,OR
41013,57633,Oregon,Crook,OR
41015,57571,Oregon,Curry,OR
41017,417623,Oregon,Deschutes,OR
41019,267104,Oregon,Douglas,OR
41021,4100,Oregon,Gilliam,OR
41023,15741,Oregon,Grant,OR
41025,12169,Oregon,Harney,OR
41027,29231,Oregon,Hood River,OR
41029,440549,Oregon,Jackson,OR
41031,41622,Oregon,Jefferson,OR
41033,187165,Oregon,Josephine,OR
41035,167588,Oregon,Klamath,OR
41037,14830,Oregon,Lake,OR
41039,704672,Oregon,Lane,OR
41041,115074,Oregon,Lincoln,OR
41043,254068,Oregon,Linn,OR
41045,40754,Oregon,Malheur,OR
41047,444163,Oregon,Marion,OR
41049,18374,Oregon,Morrow,OR
41051,945070,Oregon,Multnomah,OR
41053,147429,Oregon,Polk,OR
41055,4255,Oregon,Sherman,OR
41057,55536,Oregon,Tillamook,OR
41059,118110,Oregon,Umatilla,OR
41061,52107,Oregon,Union,OR
41063,11794,Oregon,Wallowa,OR
41065,46161,Oregon,Wasco,OR
41067,780874,Oregon,Washington,OR
41069,3342,Oregon,Wheeler,OR
41071,205782,Oregon,Yamhill,OR
42001,159807,Pennsylvania,Adams,PA
42003,1426520,Pennsylvania,Allegheny,PA
42005,89226,Pennsylvania,Armstrong,PA
42007,228722,Pennsylvania,Beaver,PA
42009,71463,Pennsylvania,Bedford,PA
42011,439694,Pennsylvania,Berks,PA
42013,187502,Pennsylvania,Blair,PA
42015,101593,Pennsylvania,Bradford,PA
42017,676860,Pennsylvania,Bucks,PA
42019,268772,Pennsylvania,Butler,PA
42021,216639,Pennsylvania,Cambria,PA
42023,9477,Pennsylvania,Cameron,PA
42025,113347,Pennsylvania,Carbon,PA
42027,175168,Pennsylvania,Centre,PA
42029,535378,Pennsylvania,Chester,PA
42031,60143,Pennsylvania,Clarion,PA
42033,121623,Pennsylvania,Clearfield,PA
42035,62976,Pennsylvania,Clinton,PA
42037,88897,Pennsylvania,Columbia,PA
42039,144569,Pennsylvania,Crawford,PA
42041,424364,Pennsylvania,Cumberland,PA
42043,411082,Pennsylvania,Dauphin,PA
42045,507229,Pennsylvania,Delaware,PA
42047,49652,Pennsylvania,Elk,PA
42049,392366,Pennsylvania,Erie,PA
42051,159674,Pennsylvania,Fayette,PA
42053,17044,Pennsylvania,Forest,PA
42055,290379,Pennsylvania,Franklin,PA
42057,21395,Pennsylvania,Fulton,PA
42059,57474,Pennsylvania,Greene,PA
42061,73302,Pennsylvania,Huntingdon,PA
42063,104190,Pennsylvania,Indiana,PA
42065,63179,Pennsylvania,Jefferson,PA
42067,34930,Pennsylvania,Juniata,PA
42069,243379,Pennsylvania,Lackawanna,PA
42071,618154,Pennsylvania,Lancaster,PA
42073,129577,Pennsylvania,Lawrence,PA
42075,226817,Pennsylvania,Lebanon,PA
42077,378397,Pennsylvania,Lehigh,PA
42079,446579,Pennsylvania,Luzerne,PA
42081,204838,Pennsylvania,Lycoming,PA
42083,66113,Pennsylvania,Mc Kean,PA
42085,175099,Pennsylvania,Mercer,PA
42087,77651,Pennsylvania,Mifflin,PA
42089,245051,Pennsylvania,Monroe,PA
42091,774735,Pennsylvania,Montgomery,PA
42093,27861,Pennsylvania,Montour,PA
42095,376088,Pennsylvania,Northampton,PA
42097,126249,Pennsylvania,Northumberland,PA
42099,72911,Pennsylvania,Perry,PA
42101,1345912,Pennsylvania,Philadelphia,PA
42103,95468,Pennsylvania,Pike,PA
42105,32125,Pennsylvania,Potter,PA
42107,203741,Pennsylvania,Schuylkill,PA
42109,47781,Pennsylvania,Snyder,PA
42111,108495,Pennsylvania,Somerset,PA
42113,9913,Pennsylvania,Sullivan,PA
42115,67161,Pennsylvania,Susquehanna,PA
42117,83640,Pennsylvania,Tioga,PA
42119,49360,Pennsylvania,Union,PA
42121,85126,Pennsylvania,Venango,PA
42123,76044,Pennsylvania,Warren,PA
42125,270212,Pennsylvania,Washington,PA
42127,104668,Pennsylvania,Wayne,PA
42129,549932,Pennsylvania,Westmoreland,PA
42131,41049,Pennsylvania,Wyoming,PA
42133,662499,Pennsylvania,York,PA
44001,60580,Rhode Island,Bristol,RI
44003,250930,Rhode Island,Kent,RI
44005,176444,Rhode Island,Newport,RI
44007,582497,Rhode Island,Providence,RI
44009,183151,Rhode Island,Washington,RI
45001,39894,South Carolina,Abbeville,SC
45003,344859,South Carolina,Aiken,SC
45005,12237,South Carolina,Allendale,SC
45007,360293,South Carolina,Anderson,SC
45009,19434,South Carolina,Bamberg,SC
45011,30094,South Carolina,Barnwell,SC
45013,612713,South Carolina,Beaufort,SC
45015,775432,South Carolina,Berkeley,SC
45017,24521,South Carolina,Calhoun,SC
45019,942084,South Carolina,Charleston,SC
45021,81755,South Carolina,Cherokee,SC
45023,46080,South Carolina,Chester,SC
45025,69106,South Carolina,Chesterfield,SC
45027,63024,South Carolina,Clarendon,SC
45029,75622,South Carolina,Colleton,SC
45031,97977,South Carolina,Darlington,SC
45033,38949,South Carolina,Dillon,SC
45035,548942,South Carolina,Dorchester,SC
45037,45454,South Carolina,Edgefield,SC
45039,30129,South Carolina,Fairfield,SC
45041,218038,South Carolina,Florence,SC
45043,111174,South Carolina,Georgetown,SC
45045,841589,South Carolina,Greenville,SC
45047,97217,South Carolina,Greenwood,SC
45049,32175,South Carolina,Hampton,SC
45051,869992,South Carolina,Horry,SC
45053,57355,South Carolina,Jasper,SC
45055,167837,South Carolina,Kershaw,SC
45057,162378,South Carolina,Lancaster,SC
45059,108111,South Carolina,Laurens,SC
45061,24023,South Carolina,Lee,SC
45063,652216,South Carolina,Lexington,SC
45065,20690,South Carolina,McCormick,SC
45067,42341,South Carolina,Marion,SC
45069,41141,South Carolina,Marlboro,SC
45071,68407,South Carolina,Newberry,SC
45073,146736,South Carolina,Oconee,SC
45075,124868,South Carolina,Orangeburg,SC
45077,180210,South Carolina,Pickens,SC
45079,1048545,South Carolina,Richland,SC
45081,32138,South Carolina,Saluda,SC
45083,485387,South Carolina,Spartanburg,SC
45085,312046,South Carolina,Sumter,SC
45087,45969,South Carolina,Union,SC
45089,44789,South Carolina,Williamsburg,SC
45091,585187,South Carolina,York,SC
46003,4289,South Dakota,Aurora,SD
46005,21736,South Dakota,Beadle,SD
46007,3798,South Dakota,Bennett,SD
46009,11517,South Dakota,Bon Homme,SD
46011,48337,South Dakota,Brookings,SD
46013,47922,South Dakota,Brown,SD
46015,5693,South Dakota,Brule,SD
46017,5080,South Dakota,Buffalo,SD
46019,20110,South Dakota,Butte,SD
46021,1790,South Dakota,Campbell,SD
46023,12371,South Dakota,Charles Mix,SD
46025,3666,South Dakota,Clark,SD
46027,20006,South Dakota,Clay,SD
46029,51645,South Dakota,Codington,SD
46031,6314,South Dakota,Corson,SD
46033,22422,South Dakota,Custer,SD
46035,28897,South Dakota,Davison,SD
46037,8385,South Dakota,Day,SD
46039,7382,South Dakota,Deuel,SD
46041,7477,South Dakota,Dewey,SD
46043,3963,South Dakota,Douglas,SD
46045,4715,South Dakota,Edmunds,SD
46047,19369,South Dakota,Fall River,SD
46049,2385,South Dakota,Faulk,SD
46051,9768,South Dakota,Grant,SD
46053,4906,South Dakota,Gregory,SD
46055,2934,South Dakota,Haakon,SD
46057,8631,South Dakota,Hamlin,SD
46059,4183,South Dakota,Hand,SD
46061,5937,South Dakota,Hanson,SD
46063,2509,South Dakota,Harding,SD
46065,27856,South Dakota,Hughes,SD
46067,11546,South Dakota,Hutchinson,SD
46069,1292,South Dakota,Hyde,SD
46071,3071,South Dakota,Jackson,SD
46073,2842,South Dakota,Jerauld,SD
46075,1453,South Dakota,Jones,SD
46077,7521,South Dakota,Kingsbury,SD
46079,21782,South Dakota,Lake,SD
46081,64757,South Dakota,Lawrence,SD
46083,108335,South Dakota,Lincoln,SD
46085,3850,South Dakota,Lyman,SD
46087,8018,South Dakota,McCook,SD
46089,3439,South Dakota,McPherson,SD
46091,6775,South Dakota,Marshall,SD
46093,82565,South Dakota,Meade,SD
46095,2619,South Dakota,Mellette,SD
46097,3518,South Dakota,Miner,SD
46099,340720,South Dakota,Minnehaha,SD
46101,11548,South Dakota,Moody,SD
46102,15156,South Dakota,Not Available,SD
46103,336182,South Dakota,Pennington,SD
46105,5595,South Dakota,Perkins,SD
46107,3619,South Dakota,Potter,SD
46109,13636,South Dakota,Roberts,SD
46111,3810,South Dakota,Sanborn,SD
46115,9292,South Dakota,Spink,SD
46117,4582,South Dakota,Stanley,SD
46119,1804,South Dakota,Sully,SD
46121,10949,South Dakota,Todd,SD
46123,5794,South Dakota,Tripp,SD
46125,14007,South Dakota,Turner,SD
46127,31450,South Dakota,Union,SD
46129,9193,South Dakota,Walworth,SD
46135,44341,South Dakota,Yankton,SD
46137,2377,South Dakota,Ziebach,SD
47001,162728,Tennessee,Anderson,TN
47003,74254,Tennessee,Bedford,TN
47005,31071,Tennessee,Benton,TN
47007,23975,Tennessee,Bledsoe,TN
47009,280922,Tennessee,Blount,TN
47011,187000,Tennessee,Bradley,TN
47013,68320,Tennessee,Campbell,TN
47015,23450,Tennessee,Cannon,TN
47017,44583,Tennessee,Carroll,TN
47019,102056,Tennessee,Carter,TN
47021,76687,Tennessee,Cheatham,TN
47023,29947,Tennessee,Chester,TN
47025,47973,Tennessee,Claiborne,TN
47027,12809,Tennessee,Clay,TN
47029,70453,Tennessee,Cocke,TN
47031,117971,Tennessee,Coffee,TN
47033,19868,Tennessee,Crockett,TN
47035,171019,Tennessee,Cumberland,TN
47037,823486,Tennessee,Davidson,TN
47039,16576,Tennessee,Decatur,TN
47041,33162,Tennessee,DeKalb,TN
47043,83851,Tennessee,Dickson,TN
47045,51874,Tennessee,Dyer,TN
47047,69750,Tennessee,Fayette,TN
47049,30738,Tennessee,Fentress,TN
47051,81751,Tennessee,Franklin,TN
47053,84790,Tennessee,Gibson,TN
47055,48881,Tennessee,Giles,TN
47057,33959,Tennessee,Grainger,TN
47059,123809,Tennessee,Greene,TN
47061,20266,Tennessee,Grundy,TN
47063,94043,Tennessee,Hamblen,TN
47065,556909,Tennessee,Hamilton,TN
47067,7186,Tennessee,Hancock,TN
47069,39567,Tennessee,Hardeman,TN
47071,47297,Tennessee,Hardin,TN
47073,97951,Tennessee,Hawkins,TN
47075,19021,Tennessee,Haywood,TN
47077,40833,Tennessee,Henderson,TN
47079,65658,Tennessee,Henry,TN
47081,41732,Tennessee,Hickman,TN
47083,17497,Tennessee,Houston,TN
47085,35297,Tennessee,Humphreys,TN
47087,18721,Tennessee,Jackson,TN
47089,103777,Tennessee,Jefferson,TN
47091,36681,Tennessee,Johnson,TN
47093,885315,Tennessee,Knox,TN
47095,8981,Tennessee,Lake,TN
47097,33044,Tennessee,Lauderdale,TN
47099,65529,Tennessee,Lawrence,TN
47101,19176,Tennessee,Lewis,TN
47103,56688,Tennessee,Lincoln,TN
47105,115088,Tennessee,Loudon,TN
47107,84924,Tennessee,McMinn,TN
47109,37329,Tennessee,McNairy,TN
47111,34007,Tennessee,Macon,TN
47113,137629,Tennessee,Madison,TN
47115,46391,Tennessee,Marion,TN
47117,61087,Tennessee,Marshall,TN
47119,171432,Tennessee,Maury,TN
47121,18520,Tennessee,Meigs,TN
47123,88587,Tennessee,Monroe,TN
47125,1112498,Tennessee,Montgomery,TN
47127,11104,Tennessee,Moore,TN
47129,41550,Tennessee,Morgan,TN
47131,42379,Tennessee,Obion,TN
47133,30835,Tennessee,Overton,TN
47135,9576,Tennessee,Perry,TN
47137,8786,Tennessee,Pickett,TN
47139,28266,Tennessee,Polk,TN
47141,141984,Tennessee,Putnam,TN
47143,59439,Tennessee,Rhea,TN
47145,127808,Tennessee,Roane,TN
47147,111421,Tennessee,Robertson,TN
47149,613874,Tennessee,Rutherford,TN
47151,31817,Tennessee,Scott,TN
47153,32477,Tennessee,Sequatchie,TN
47155,214239,Tennessee,Sevier,TN
47157,1334328,Tennessee,Shelby,TN
47159,29800,Tennessee,Smith,TN
47161,41646,Tennessee,Stewart,TN
47163,291149,Tennessee,Sullivan,TN
47165,348825,Tennessee,Sumner,TN
47167,139801,Tennessee,Tipton,TN
47169,23097,Tennessee,Trousdale,TN
47171,46102,Tennessee,Unicoi,TN
47173,36020,Tennessee,Union,TN
47175,11708,Tennessee,Van Buren,TN
47177,61028,Tennessee,Warren,TN
47179,248857,Tennessee,Washington,TN
47181,25825,Tennessee,Wayne,TN
47183,48852,Tennessee,Weakley,TN
47185,50636,Tennessee,White,TN
47187,402450,Tennessee,Williamson,TN
47189,277675,Tennessee,Wilson,TN
48001,87581,Texas,Anderson,TX
48003,20503,Texas,Andrews,TX
48005,137130,Texas,Angelina,TX
48007,58041,Texas,Aransas,TX
48009,11137,Texas,Archer,TX
48011,2251,Texas,Armstrong,TX
48013,97550,Texas,Atascosa,TX
48015,34958,Texas,Austin,TX
48017,5053,Texas,Bailey,TX
48019,74679,Texas,Bandera,TX
48021,192587,Texas,Bastrop,TX
48023,5175,Texas,Baylor,TX
48025,49135,Texas,Bee,TX
48027,1877406,Texas,Bell,TX
48029,4587366,Texas,Bexar,TX
48031,22615,Texas,Blanco,TX
48033,1035,Texas,Borden,TX
48035,29184,Texas,Bosque,TX
48037,200470,Texas,Bowie,TX
48039,529780,Texas,Brazoria,TX
48041,273553,Texas,Brazos,TX
48043,16638,Texas,Brewster,TX
48045,1682,Texas,Briscoe,TX
48047,7120,Texas,Brooks,TX
48049,73141,Texas,Brown,TX
48051,30006,Texas,Burleson,TX
48053,103981,Texas,Burnet,TX
48055,63958,Texas,Caldwell,TX
48057,31555,Texas,Calhoun,TX
48059,28216,Texas,Callahan,TX
48061,392469,Texas,Cameron,TX
48063,19397,Texas,Camp,TX
48065,9422,Texas,Carson,TX
48067,60499,Texas,Cass,TX
48069,4078,Texas,Castro,TX
48071,73175,Texas,Chambers,TX
48073,68150,Texas,Cherokee,TX
48075,6788,Texas,Childress,TX
48077,20715,Texas,Clay,TX
48079,1888,Texas,Cochran,TX
48081,5430,Texas,Coke,TX
48083,16227,Texas,Coleman,TX
48085,1444605,Texas,Collin,TX
48087,3584,Texas,Collingsworth,TX
48089,24012,Texas,Colorado,TX
48091,536334,Texas,Comal,TX
48093,20968,Texas,Comanche,TX
48095,4561,Texas,Concho,TX
48097,59696,Texas,Cooke,TX
48099,373840,Texas,Coryell,TX
48101,1445,Texas,Cottle,TX
48103,4101,Texas,Crane,TX
48105,4128,Texas,Crockett,TX
48107,5806,Texas,Crosby,TX
48109,2315,Texas,Culberson,TX
48111,10056,Texas,Dallam,TX
48113,2572571,Texas,Dallas,TX
48115,9391,Texas,Dawson,TX
48117,11111,Texas,Deaf Smith,TX
48119,11668,Texas,Delta,TX
48121,1271367,Texas,Denton,TX
48123,25758,Texas,DeWitt,TX
48125,3075,Texas,Dickens,TX
48127,10513,Texas,Dimmit,TX
48129,5503,Texas,Donley,TX
48131,12362,Texas,Duval,TX
48133,30634,Texas,Eastland,TX
48135,172753,Texas,Ector,TX
48137,2677,Texas,Edwards,TX
48139,307781,Texas,Ellis,TX
48141,1664386,Texas,El Paso,TX
48143,59160,Texas,Erath,TX
48145,25474,Texas,Falls,TX
48147,71521,Texas,Fannin,TX
48149,34884,Texas,Fayette,TX
48151,5971,Texas,Fisher,TX
48153,6439,Texas,Floyd,TX
48155,1688,Texas,Foard,TX
48157,912736,Texas,Fort Bend,TX
48159,14765,Texas,Franklin,TX
48161,32310,Texas,Freestone,TX
48163,18403,Texas,Frio,TX
48165,13164,Texas,Gaines,TX
48167,631048,Texas,Galveston,TX
48169,4486,Texas,Garza,TX
48171,47650,Texas,Gillespie,TX
48173,1287,Texas,Glasscock,TX
48175,11074,Texas,Goliad,TX
48177,24687,Texas,Gonzales,TX
48179,26556,Texas,Gray,TX
48181,284874,Texas,Grayson,TX
48183,198666,Texas,Gregg,TX
48185,47631,Texas,Grimes,TX
48187,608683,Texas,Guadalupe,TX
48189,29901,Texas,Hale,TX
48191,4309,Texas,Hall,TX
48193,13277,Texas,Hamilton,TX
48195,5401,Texas,Hansford,TX
48197,4648,Texas,Hardeman,TX
48199,100176,Texas,Hardin,TX
48201,4775079,Texas,Harris,TX
48203,99298,Texas,Harrison,TX
48205,5090,Texas,Hartley,TX
48207,6884,Texas,Haskell,TX
48209,442600,Texas,Hays,TX
48211,3763,Texas,Hemphill,TX
48213,157994,Texas,Henderson,TX
48215,631180,Texas,Hidalgo,TX
48217,58084,Texas,Hill,TX
48219,26822,Texas,Hockley,TX
48221,136020,Texas,Hood,TX
48223,58068,Texas,Hopkins,TX
48225,42019,Texas,Houston,TX
48227,62001,Texas,Howard,TX
48229,7923,Texas,Hudspeth,TX
48231,178608,Texas,Hunt,TX
48233,27830,Texas,Hutchinson,TX
48235,2038,Texas,Irion,TX
48237,10087,Texas,Jack,TX
48239,15818,Texas,Jackson,TX
48241,51764,Texas,Jasper,TX
48243,3597,Texas,Jeff Davis,TX
48245,355974,Texas,Jefferson,TX
48247,4446,Texas,Jim Hogg,TX
48249,47050,Texas,Jim Wells,TX
48251,247523,Texas,Johnson,TX
48253,27970,Texas,Jones,TX
48255,20089,Texas,Karnes,TX
48257,232519,Texas,Kaufman,TX
48259,120149,Texas,Kendall,TX
48261,564,Texas,Kenedy,TX
48263,1423,Texas,Kent,TX
48265,136280,Texas,Kerr,TX
48267,8610,Texas,Kimble,TX
48269,574,Texas,King,TX
48271,7709,Texas,Kinney,TX
48273,62618,Texas,Kleberg,TX
48275,3399,Texas,Knox,TX
48277,77921,Texas,Lamar,TX
48279,12478,Texas,Lamb,TX
48281,82290,Texas,Lampasas,TX
48283,8953,Texas,La Salle,TX
48285,26169,Texas,Lavaca,TX
48287,25319,Texas,Lee,TX
48289,30839,Texas,Leon,TX
48291,141155,Texas,Liberty,TX
48293,39050,Texas,Limestone,TX
48295,3315,Texas,Lipscomb,TX
48297,14730,Texas,Live Oak,TX
48299,60683,Texas,Llano,TX
48301,1369,Texas,Loving,TX
48303,428206,Texas,Lubbock,TX
48305,5836,Texas,Lynn,TX
48307,12556,Texas,McCulloch,TX
48309,369086,Texas,McLennan,TX
48311,1247,Texas,McMullen,TX
48313,17102,Texas,Madison,TX
48315,17725,Texas,Marion,TX
48317,4882,Texas,Martin,TX
48319,6160,Texas,Mason,TX
48321,51992,Texas,Matagorda,TX
48323,26218,Texas,Maverick,TX
48325,117181,Texas,Medina,TX
48327,3925,Texas,Menard,TX
48329,235162,Texas,Midland,TX
48331,30792,Texas,Milam,TX
48333,8802,Texas,Mills,TX
48335,10211,Texas,Mitchell,TX
48337,37068,Texas,Montague,TX
48339,1047205,Texas,Montgomery,TX
48341,17650,Texas,Moore,TX
48343,20384,Texas,Morris,TX
48345,1706,Texas,Motley,TX
48347,90519,Texas,Nacogdoches,TX
48349,69858,Texas,Navarro,TX
48351,19741,Texas,Newton,TX
48353,24340,Texas,Nolan,TX
48355,693114,Texas,Nueces,TX
48357,9060,Texas,Ochiltree,TX
48359,3256,Texas,Oldham,TX
48361,124174,Texas,Orange,TX
48363,52717,Texas,Palo Pinto,TX
48365,36842,Texas,Panola,TX
48367,293771,Texas,Parker,TX
48369,5354,Texas,Parmer,TX
48371,17212,Texas,Pecos,TX
48373,124664,Texas,Polk,TX
48375,158927,Texas,Potter,TX
48377,3114,Texas,Presidio,TX
48379,26655,Texas,Rains,TX
48381,268305,Texas,Randall,TX
48383,3310,Texas,Reagan,TX
48385,7994,Texas,Real,TX
48387,16345,Texas,Red River,TX
48389,13950,Texas,Reeves,TX
48391,11814,Texas,Refugio,TX
48393,1209,Texas,Roberts,TX
48395,22693,Texas,Robertson,TX
48397,250222,Texas,Rockwall,TX
48399,15096,Texas,Runnels,TX
48401,75229,Texas,Rusk,TX
48403,26040,Texas,Sabine,TX
48405,15727,Texas,San Augustine,TX
48407,53948,Texas,San Jacinto,TX
48409,129839,Texas,San Patricio,TX
48411,8433,Texas,San Saba,TX
48413,2205,Texas,Schleicher,TX
48415,19790,Texas,Scurry,TX
48417,5049,Texas,Shackelford,TX
48419,29996,Texas,Shelby,TX
48421,2098,Texas,Sherman,TX
48423,334029,Texas,Smith,TX
48425,15848,Texas,Somervell,TX
48427,20547,Texas,Starr,TX
48429,14260,Texas,Stephens,TX
48431,1053,Texas,Sterling,TX
48433,1866,Texas,Stonewall,TX
48435,6621,Texas,Sutton,TX
48437,7680,Texas,Swisher,TX
48439,3361273,Texas,Tarrant,TX
48441,318952,Texas,Taylor,TX
48443,1603,Texas,Terrell,TX
48445,9911,Texas,Terry,TX
48447,2261,Texas,Throckmorton,TX
48449,40033,Texas,Titus,TX
48451,283461,Texas,Tom Green,TX
48453,1603018,Texas,Travis,TX
48455,33833,Texas,Trinity,TX
48457,35670,Texas,Tyler,TX
48459,71523,Texas,Upshur,TX
48461,4938,Texas,Upton,TX
48463,40085,Texas,Uvalde,TX
48465,80360,Texas,Val Verde,TX
48467,102834,Texas,Van Zandt,TX
48469,133569,Texas,Victoria,TX
48471,117247,Texas,Walker,TX
48473,57407,Texas,Waller,TX
48475,15975,Texas,Ward,TX
48477,51970,Texas,Washington,TX
48479,189208,Texas,Webb,TX
48481,50950,Texas,Wharton,TX
48483,5900,Texas,Wheeler,TX
48485,311873,Texas,Wichita,TX
48487,14637,Texas,Wilbarger,TX
48489,18256,Texas,Willacy,TX
48491,1322690,Texas,Williamson,TX
48493,137469,Texas,Wilson,TX
48495,8417,Texas,Winkler,TX
48497,116189,Texas,Wise,TX
48499,96385,Texas,Wood,TX
48501,4895,Texas,Yoakum,TX
48503,25736,Texas,Young,TX
48505,7936,Texas,Zapata,TX
48507,9781,Texas,Zavala,TX
49001,6836,Utah,Beaver,UT
49003,61377,Utah,Box Elder,UT
49005,100223,Utah,Cache,UT
49007,28928,Utah,Carbon,UT
49009,1456,Utah,Daggett,UT
49011,545398,Utah,Davis,UT
49013,18747,Utah,Duchesne,UT
49015,12068,Utah,Emery,UT
49017,5949,Utah,Garfield,UT
49019,11408,Utah,Grand,UT
49021,79483,Utah,Iron,UT
49023,9833,Utah,Juab,UT
49025,11968,Utah,Kane,UT
49027,15849,Utah,Millard,UT
49029,15660,Utah,Morgan,UT
49031,2196,Utah,Piute,UT
49033,2720,Utah,Rich,UT
49035,1080210,Utah,Salt Lake,UT
49037,12915,Utah,San Juan,UT
49039,32311,Utah,Sanpete,UT
49041,27155,Utah,Sevier,UT
49043,37215,Utah,Summit,UT
49045,109171,Utah,Tooele,UT
49047,37478,Utah,Uintah,UT
49049,501492,Utah,Utah,UT
49051,30041,Utah,Wasatch,UT
49053,321915,Utah,Washington,UT
49055,2998,Utah,Wayne,UT
49057,364214,Utah,Weber,UT
50001,54358,Vermont,Addison,VT
50003,58037,Vermont,Bennington,VT
50005,47308,Vermont,Caledonia,VT
50007,188259,Vermont,Chittenden,VT
50009,13071,Vermont,Essex,VT
50011,77238,Vermont,Franklin,VT
50013,14661,Vermont,Grand Isle,VT
50015,35096,Vermont,Lamoille,VT
50017,45600,Vermont,Orange,VT
50019,44846,Vermont,Orleans,VT
50021,90065,Vermont,Rutland,VT
50023,69975,Vermont,Washington,VT
50025,62312,Vermont,Windham,VT
50027,82702,Vermont,Windsor,VT
51001,57931,Virginia,Accomack,VA
51003,164402,Virginia,Albemarle,VA
51005,22967,Virginia,Alleghany,VA
51007,22910,Virginia,Amelia,VA
51009,54077,Virginia,Amherst,VA
51011,28164,Virginia,Appomattox,VA
51013,419408,Virginia,Arlington,VA
51015,129127,Virginia,Augusta,VA
51017,9200,Virginia,Bath,VA
51019,156369,Virginia,Bedford,VA
51021,9085,Virginia,Bland,VA
51023,71269,Virginia,Botetourt,VA
51025,31126,Virginia,Brunswick,VA
51027,20176,Virginia,Buchanan,VA
51029,27137,Virginia,Buckingham,VA
51031,82023,Virginia,Campbell,VA
51033,72779,Virginia,Caroline,VA
51035,40012,Virginia,Carroll,VA
51036,14972,Virginia,Charles City,VA
51037,22967,Virginia,Charlotte,VA
51041,736233,Virginia,Chesterfield,VA
51043,25214,Virginia,Clarke,VA
51045,8770,Virginia,Craig,VA
51047,100268,Virginia,Culpeper,VA
51049,16310,Virginia,Cumberland,VA
51051,19292,Virginia,Dickenson,VA
51053,60004,Virginia,Dinwiddie,VA
51057,17973,Virginia,Essex,VA
51059,1881085,Virginia,Fairfax,VA
51061,169853,Virginia,Fauquier,VA
51063,17909,Virginia,Floyd,VA
51065,52220,Virginia,Fluvanna,VA
51067,107716,Virginia,Franklin,VA
51069,156673,Virginia,Frederick,VA
51071,22755,Virginia,Giles,VA
51073,111684,Virginia,Gloucester,VA
51075,40492,Virginia,Goochland,VA
51077,23965,Virginia,Grayson,VA
51079,37995,Virginia,Greene,VA
51081,18766,Virginia,Greensville,VA
51083,53338,Virginia,Halifax,VA
51085,182875,Virginia,Hanover,VA
51087,427139,Virginia,Henrico,VA
51089,82279,Virginia,Henry,VA
51091,6043,Virginia,Highland,VA
51093,110161,Virginia,Isle of Wight,VA
51095,243356,Virginia,James City,VA
51097,10412,Virginia,King and Queen,VA
51099,86836,Virginia,King George,VA
51101,32753,Virginia,King William,VA
51103,22470,Virginia,Lancaster,VA
51105,32785,Virginia,Lee,VA
51107,757203,Virginia,Loudoun,VA
51109,87352,Virginia,Louisa,VA
51111,26340,Virginia,Lunenburg,VA
51113,18949,Virginia,Madison,VA
51115,20580,Virginia,Mathews,VA
51117,57493,Virginia,Mecklenburg,VA
51119,22390,Virginia,Middlesex,VA
51121,122370,Virginia,Montgomery,VA
51125,26138,Virginia,Nelson,VA
